Item,Image,Cost,Role,Type,Tier,Physical Power,Magical Power,Physical Penetration,Magical Penetration,Critical Chance,Attack Speed,Lifesteal,Magical Lifesteal,Omnivamp,Physical Armor,Magical Armor,Tenacity,Max Health,Max Mana,Health Regeneration,Mana Regeneration,Heal & Shield Power,Ability Haste,Movement Speed,Gold Per Second,Ability 1,Ability 2,Ability 3,No Condition,Ability Hits on Heroes,After Level 6,After taking damage,Against Eroded Heroes,Against Heroes below 40% Health,Against Minions,Based on Critical Strike Chance,Based on Enemy Bonus Armor,Buff yourself and nearby Heroes to,Burn nearby Enemy Units,Damage Heroes from afar with Abilities,Damaging Abilities and Basic Attacks,Enhance your Ultimate Ability,Every 8s,For each Level,For every 10% Missing Health,"Gain Effects, based on your location",On Ability Cast,On Ability Hits to Heroes or Monsters and Killing Units,On Basic Attacking Heroes,On Basic Attacks,On Dashing or Leaping,"On Dashing, Leaping or exiting Camo",On Dealing Magical Damage,On Dealing Physical Damage,On Healing or Shielding Heroes,On Healing or Shielding an Ally,On Immobilizing Heroes,On Immobilizing an Enemy,On Killing Monsters,On Killing Units,On Killing an Enemy Unit,On Melee Heroes only,On Overhealing from Lifesteal,On Ranged Basic Attack,On Successful Basic Attacks,On Successful Basic Attacks to Heroes or Monsters and Killing Units,On Takedown,On any damage instance towards an Enemy,On being Immobilized,On being hit by a Basic Attack,On casting your Ultimate,On crossing a Fog Wall,On damaging Heroes or Monsters and Unit Kills,On damaging Monsters,On damaging a Hero,On damaging a Hero below 40% Health,On damaging a Shielded Target,On dealing Ability Damage,On dealing Ability Damage to Heroes or Monsters and Unit Kills,On dealing Ability Damage to a Blighted Target,On dealing Ability Damage to a Blighted Unit,On dealing Ability Damage to a Hero,On dealing Magical Damage to a Hero,On dealing Physical Damage,On dealing damage,On dealing damage to Heroes,On dealing damage to Heroes or Monsters,On dealing damage to a Marked Hero,On going below 40% Health,On standing still and unharmed for 2s,On taking Magical Damage,On taking Magical Damage from a Hero,On taking a Hero below 5% Health,On using Sacrificial Strike on a Hero,Once every second,Upon Critically Striking,Upon Executing 25 Minions,Upon damaging an Eroded Hero,Upon triggering Arcane Salvo,When Heatwave Damages a Target,When at 4 stacks of Cyclone,When dealing or receiving damage,When hit by Basic Attacks,While Camouflaged,While Veil is active,While Vital Shield is ready,While below 40% Health,While moving,While moving or casting Abilities,While moving or landing Basic Attacks,While near Enemy Heroes,While near an Ally Hero,While out of combat,While within 475u of an Enemy Unit
Fire Blossom,/images/items/Fire-Blossom.webp,2900,Tank,Area Damage,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heatwave - Burn nearby Enemy Units: ‚ Deals 15 (+1% Max Health) Damage each second.,"Firestorm - When Heatwave damages a Target:‚ Deals 6.25% more damage each second, up to 50%.‚ Resets after not damaging the Target for 2.5s.",0,0,0,0,0,0,0,0,0,0,0,Heatwave - Burn nearby Enemy Units: ‚ Deals 15 (+1% Max Health) Damage each second.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Firestorm - When Heatwave damages a Target:‚ Deals 6.25% more damage each second, up to 50%.‚ Resets after not damaging the Target for 2.5s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dreambinder,/images/items/Dreambinder.webp,2900,Mage,Slowing Spells,Tier 3,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chilling Spells - On dealing Ability Damage: • Slows by 25% for 1s.• Reduced to 15% for DoT Abilities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chilling Spells - On dealing Ability Damage: • Slows by 25% for 1s.• Reduced to 15% for DoT Abilities.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesmer,/images/items/Dreadwind.webp,2900,Assassin,Spell Shield,Tier 3,45.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vengeful Shroud - 60s CD:  Gain a Spell Shield that blocks the next Ability.,0,0,Vengeful Shroud - 60s CD:  Gain a Spell Shield that blocks the next Ability.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caustica,/images/items/Caustica.webp,2900,Mage,Anti Tank,Tier 3,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,Magus: ‚ Ignore 35% of Magical Armor.,Arcane Might - On dealing Ability Damage to a Hero: ‚ While they are above 50% Health.‚ For every point of Bonus Magical Armor they possess.‚ Deal 0.2% more Damage.,0,Magus: ‚ Ignore 35% of Magical Armor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arcane Might - On dealing Ability Damage to a Hero: ‚ While they are above 50% Health.‚ For every point of Bonus Magical Armor they possess.‚ Deal 0.2% more Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malady,/images/items/Blackout.webp,2900,Assassin,Burst,Tier 3,45.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,Parting Gift - 2s CD - On Killing a Unit: ‚ Cause them to explode.‚ Deals Damage based on their Max Health.,Demise - 45s CD - On damaging a Hero below 40% Health: ‚ Deal 20 (+8% Physical Power) Damage.‚ Gain a stack of Demise.‚ Damage increases by 4 per stack of Demise.‚ Takedowns reset the Cooldown.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parting Gift - 2s CD - On Killing a Unit: ‚ Cause them to explode.‚ Deals Damage based on their Max Health.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demise - 45s CD - On damaging a Hero below 40% Health: ‚ Deal 20 (+8% Physical Power) Damage.‚ Gain a stack of Demise.‚ Damage increases by 4 per stack of Demise.‚ Takedowns reset the Cooldown.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spear Of Desolation,/images/items/Spear-Of-Desolation.webp,2950,Assassin,Damage Amp,Tier 3,45.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Final Hour - On casting your Ultimate: • Deal 7% increased damage for 6s.,Razor's Edge: • Gain 15 Ultimate Haste.,0,Razor's Edge: • Gain 15 Ultimate Haste.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Final Hour - On casting your Ultimate: • Deal 7% increased damage for 6s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Astral Catalyst,/images/items/Astral-Catalyst.webp,2950,Mage,Anti Shield,Tier 3,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,20.0,0.0,0.0,Ravenous - On Takedown: ‚ Reduce Ultimate Cooldown by 20%.,Event Horizon - On damaging a Shielded Target: ‚ Deal 30% bonus Damage.‚ Does not exceed the size of the Shield.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ravenous - On Takedown: ‚ Reduce Ultimate Cooldown by 20%.,0,0,0,0,0,0,0,0,0,Event Horizon - On damaging a Shielded Target: ‚ Deal 30% bonus Damage.‚ Does not exceed the size of the Shield.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entropy,/images/items/Entropy.webp,3000,Mage,Mage,Tier 3,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,15.0,0.0,0.0,"Degradation - On dealing Ability Damage:  Deal 3 (+3% Magical Power) additional Damage. Each Ability can only trigger this effect once every 0.3s, per Target.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Degradation - On dealing Ability Damage:  Deal 3 (+3% Magical Power) additional Damage. Each Ability can only trigger this effect once every 0.3s, per Target.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soulbinder,/images/items/Soulbinder.webp,3000,Mage,Poke,Tier 3,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,20.0,0.0,0.0,Arcane Salvo - Damage Heroes from afar with Abilities:  Deal 5% bonus Damage. Actives at 1450+ Range.,Farseer - 10s CD - Upon triggering Arcane Salvo:  Permanently gain 1 Magical Power.,0,0,0,0,0,0,0,0,0,0,0,0,Arcane Salvo - Damage Heroes from afar with Abilities:  Deal 5% bonus Damage. Actives at 1450+ Range.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Farseer - 10s CD - Upon triggering Arcane Salvo:  Permanently gain 1 Magical Power.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plasma Blade,/images/items/Plasma-Blade.webp,3000,Sharpshooter,Sharpshooter,Tier 3,30.0,50.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vibro Cutter - On Basic Attacking Heroes: ‚ Gain 4% Critical Strike Chance for 3s.‚ Stacks up to 5 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vibro Cutter - On Basic Attacking Heroes: ‚ Gain 4% Critical Strike Chance for 3s.‚ Stacks up to 5 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penumbra,/images/items/Penumbra.webp,3000,Assassin,Multi Kill,Tier 3,40.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Essence Reaper - On Takedown: ‚ Reduce Non-Ultimate Cooldowns by 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Essence Reaper - On Takedown: ‚ Reduce Non-Ultimate Cooldowns by 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistmeadow Buckler,/images/items/Mistmeadow-Buckler.webp,3000,Fighter,Anti Magic,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,80.0,0.0,0.0,15.0,0.0,0.0,"Mistwood Guard:  Gain 100 charges. Regenerate 5 charges each second. While at 100 charges, gain 15 Magical Armor.",Bark Skin - On taking Magical Damage:  Consume Mistwood Guard charges. Block 1 Damage for each charge consumed. Can block up to 50% of the Damage received.,0,"Mistwood Guard:  Gain 100 charges. Regenerate 5 charges each second. While at 100 charges, gain 15 Magical Armor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bark Skin - On taking Magical Damage:  Consume Mistwood Guard charges. Block 1 Damage for each charge consumed. Can block up to 50% of the Damage received.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fist Of Razuul,/images/items/FistOfJazuul.webp,3000,Tank,Dueling,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,"Razuul's Might - When dealing or receiving damage: ‚ For the next 3s, generate a stack each second.‚ Upon reaching 5 stacks, Empower your next Basic Attack.‚ Deals (+2.5% Max Health) bonus Damage, increased by 2x on Heroes.‚ Heal for 80% of bonus damage dealt.",Minion Crusher: ‚ Deal 35% increased damage to Minions.,0,Minion Crusher: ‚ Deal 35% increased damage to Minions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Razuul's Might - When dealing or receiving damage: ‚ For the next 3s, generate a stack each second.‚ Upon reaching 5 stacks, Empower your next Basic Attack.‚ Deals (+2.5% Max Health) bonus Damage, increased by 2x on Heroes.‚ Heal for 80% of bonus damage dealt.",0,0,0,0,0,0,0,0,0,0,0,0
Equinox,/images/items/Equinox.webp,3000,Sharpshooter,Sustain,Tier 3,20.0,0.0,0.0,0.0,20.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nightshade - Upon Critically Striking: ‚ Deal 5% bonus Damage On-Hit.,Adamance - 90s CD - On going below 40% Health: ‚ Gain a 200-400 Shield for 4s.‚ Shield size increases with Level.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adamance - 90s CD - On going below 40% Health: ‚ Gain a 200-400 Shield for 4s.‚ Shield size increases with Level.,0,0,0,0,0,0,Nightshade - Upon Critically Striking: ‚ Deal 5% bonus Damage On-Hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthshaker,/images/items/Earthshaker.webp,3000,Fighter,Sustained Fighting,Tier 3,35.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Battleborn - On dealing damage to Heroes or Monsters: ‚ Increase your Ability Damage dealt by 1% for 3s.‚ Stacks up to 12 times.‚ Melee Heroes gain Stacks twice as fast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battleborn - On dealing damage to Heroes or Monsters: ‚ Increase your Ability Damage dealt by 1% for 3s.‚ Stacks up to 12 times.‚ Melee Heroes gain Stacks twice as fast.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirit Of Amir,/images/items/Spirit-Of-Amir.webp,3000,Mage,Sustain,Tier 3,0.0,70.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,"Natural Selection - Gain Effects, based on your location: ‚ In the Jungle: Gain 8% Magical Lifesteal.‚ Outside the Jungle: Gain 8% Magical Power.",Monster Slayer: ‚ Abilities deal 10% more damage to Monsters.,0,Monster Slayer: ‚ Abilities deal 10% more damage to Monsters.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Natural Selection - Gain Effects, based on your location: ‚ In the Jungle: Gain 8% Magical Lifesteal.‚ Outside the Jungle: Gain 8% Magical Power.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orb Of Growth,/images/items/Orb-Of-Growth.webp,3000,Mage,Scaling,Tier 3,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,"Inner Growth - On Killing Units, gain bonus XP: ‚ Minions and Monsters grant 6.‚ Camp Leaders grant 12.‚ Takedowns grant 42.‚ On gaining 500 bonus XP:‚ Enter Base to Evolve this item into Orb Of Enlightenment.",Art Of Fortitude - On Ability Cast: ‚ Restore 3% Missing Health over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Art Of Fortitude - On Ability Cast: ‚ Restore 3% Missing Health over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,"Inner Growth - On Killing Units, gain bonus XP: ‚ Minions and Monsters grant 6.‚ Camp Leaders grant 12.‚ Takedowns grant 42.‚ On gaining 500 bonus XP:‚ Enter Base to Evolve this item into Orb Of Enlightenment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orb Of Enlightenment,/images/items/Orb-Of-Enlightenment.webp,3000,Mage,Scaling,Tier 3,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,Enlightened - For each Hero Level:  Gain 4 Magical Power. Gain 15 Health.,Art Of Fortitude - On Ability Cast:  Restore 3% Missing Health over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Enlightened - For each Hero Level:  Gain 4 Magical Power. Gain 15 Health.,0,0,Art Of Fortitude - On Ability Cast:  Restore 3% Missing Health over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giant's Ring,/images/items/Giants-Ring.webp,3000,Tank,Reduced Cooldowns,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Retribution - 0.5s CD - When hit by Basic Attacks: • Reduce your Non-Ultimate Cooldowns by 0.25s.,Gigantism - 30s CD - On casting your Ultimate: • Gain 15% Hero Size.• Mitigate 5% of damage taken.• Double the effectiveness of Retribution for 6s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gigantism - 30s CD - On casting your Ultimate: • Gain 15% Hero Size.• Mitigate 5% of damage taken.• Double the effectiveness of Retribution for 6s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Retribution - 0.5s CD - When hit by Basic Attacks: • Reduce your Non-Ultimate Cooldowns by 0.25s.,0,0,0,0,0,0,0,0,0,0,0
Golem's Gift,/images/items/Zephyr.webp,3000,Mage,Anti Burst,Tier 3,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,15.0,0.0,0.0,Stone Skin - When out of combat:  Gain 5 stacks of Stone Skin. Gain 5 Magical Power and 5 Physical Armor per stack.,Stoneweaver:  On taking Physical Damage from a Hero: Lose 1 stack. On casting an Ability: Restore 1 stack.,0,Stoneweaver:  On taking Physical Damage from a Hero: Lose 1 stack. On casting an Ability: Restore 1 stack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone Skin - When out of combat:  Gain 5 stacks of Stone Skin. Gain 5 Magical Power and 5 Physical Armor per stack.,0
Void Helm,/images/items/Void-Helm.webp,3000,Tank,Anti Magic,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,500.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Abyssal Gift: ‚ Heal 15% more from all sources.,0,0,Abyssal Gift: ‚ Heal 15% more from all sources.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timewarp,/images/items/Timewarp.webp,3000,Mage,Reduced Cooldowns,Tier 3,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,15.0,0.0,0.0,Chime - Every 8s: ‚ Subtract 1s from Non-Ultimate Cooldowns.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chime - Every 8s: ‚ Subtract 1s from Non-Ultimate Cooldowns.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Scepter,/images/items/Tainted-Scepter.webp,3000,Mage,Anti Heal,Tier 3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Blighted Spells - On Dealing Magical Damage:  Reduce the Target's Healing by 45% for 4s.,Malice - Once every second:  Gain a stack of Malice. Stacks up to 15 times. Takedowns grant 15 stacks instantly. Hitting a Hero with Ability Damage will deal 2 (+0.8% Magical Power) Damage per stack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Spells - On Dealing Magical Damage:  Reduce the Target's Healing by 45% for 4s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malice - Once every second:  Gain a stack of Malice. Stacks up to 15 times. Takedowns grant 15 stacks instantly. Hitting a Hero with Ability Damage will deal 2 (+0.8% Magical Power) Damage per stack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Rounds,/images/items/Tainted-Rounds.webp,3000,Sharpshooter,Anti Heal,Tier 3,30.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blighted Strikes - On Successful Basic Attacks: ‚ Reduce the Target's Healing by 45% for 3s.‚ Deal (+12% Physical Power) (+20%) Damage On-Hit.‚ Increases by up to 100% as the Target's Health decreases.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Strikes - On Successful Basic Attacks: ‚ Reduce the Target's Healing by 45% for 3s.‚ Deal (+12% Physical Power) (+20%) Damage On-Hit.‚ Increases by up to 100% as the Target's Health decreases.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Guard,/images/items/Palisade.webp,3000,Tank,Anti Heal,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Blighted Thorns - On being hit by a Basic Attack:  Reduce the Source's Healing by 45% for 3s. Apply a Bleed dealing 60 (+30%) Damage over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Thorns - On being hit by a Basic Attack:  Reduce the Source's Healing by 45% for 3s. Apply a Bleed dealing 60 (+30%) Damage over 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stonewall,/images/items/Stonewall.webp,3000,Tank,Defense,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulwark:  Mitigate 5 (+5%)% of Physical Damage.,0,0,Bulwark:  Mitigate 5 (+5%)% of Physical Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spellbreaker,/images/items/Spellbreaker.webp,3000,Mage,Spell Shield,Tier 3,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Veil - 60s CD: ‚ Gain a Spell Shield that blocks the next Ability.,Malefic - While Veil is active: ‚ Increase your Magical Power by 15%.,0,Veil - 60s CD: ‚ Gain a Spell Shield that blocks the next Ability.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malefic - While Veil is active: ‚ Increase your Magical Power by 15%.,0,0,0,0,0,0,0,0,0
